TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
4G,25,8/28/15 11:27,0,54,0.001
TELEFONE_MOVEL,0,4/19/14 11:27,0,44,0.005
TELEFONE_MOVEL,12,9/1/14 11:27,2,87,0.006
TELEFONE_FIXO,79,4/3/14 11:27,9,14,0.077
4G,41,7/12/11 11:27,1,89,0.019
FIBRA,22,7/11/15 11:27,0,25,0.004
TELEFONE_MOVEL,47,10/8/13 11:27,0,50,0.006
4G,37,7/24/12 11:27,0,41,0.016
4G,16,11/18/15 12:27,0,51,0
4G,9,8/23/15 11:27,1,88,0.001
TELEFONE_MOVEL,67,5/16/12 11:27,0,25,0.018
TELEFONE_MOVEL,73,4/2/11 11:27,4,24,0.124
FIBRA,66,11/23/10 12:27,3,27,0.189
FIBRA,26,5/4/15 11:27,1,69,0.004
4G,42,8/5/12 11:27,0,14,0.045
TELEFONE_MOVEL,78,4/4/13 11:27,5,33,0.062
TELEFONE_FIXO,2,11/4/13 12:27,1,89,0.003
4G,33,7/20/10 11:27,0,33,0.031
TELEFONE_MOVEL,2,9/20/13 11:27,2,13,0.065
TELEFONE_MOVEL,6,3/21/14 12:27,8,51,0.039
TELEFONE_MOVEL,80,10/27/12 11:27,0,16,0.025
TELEFONE_MOVEL,10,10/22/11 11:27,4,68,0.038
4G,2,4/9/13 11:27,1,13,0.078
TELEFONE_FIXO,57,4/15/13 11:27,3,46,0.015
TELEFONE_FIXO,44,4/15/11 11:27,0,43,0.007
FIBRA,1,10/24/10 11:27,2,108,0.036
4G,76,6/30/11 11:27,0,41,0.021
FIBRA,75,6/6/15 11:27,0,40,0.003
TELEFONE_MOVEL,49,6/11/12 11:27,0,65,0.007
TELEFONE_MOVEL,29,7/20/13 11:27,0,79,0.004
TELEFONE_MOVEL,5,6/16/11 11:27,5,68,0.05
4G,18,12/4/10 12:27,0,44,0.022
TELEFONE_MOVEL,20,10/15/11 11:27,5,62,0.051
TELEFONE_FIXO,72,9/9/10 11:27,5,85,0.023
TELEFONE_MOVEL,59,10/8/15 11:27,3,99,0.001
4G,50,3/9/15 12:27,1,63,0.005
TELEFONE_MOVEL,48,11/1/14 12:27,0,27,0.005
4G,51,11/5/11 12:27,3,65,0.048
TELEFONE_MOVEL,38,7/19/12 11:27,9,24,0.179
TELEFONE_FIXO,55,4/7/13 11:27,0,56,0.003
TELEFONE_FIXO,37,2/9/15 12:27,0,39,0.001
4G,28,11/25/11 12:27,1,27,0.057
TELEFONE_FIXO,56,7/11/10 11:27,2,29,0.035
4G,9,8/20/14 11:27,0,59,0.004
TELEFONE_FIXO,20,7/26/11 11:27,1,88,0.006
TELEFONE_FIXO,60,5/2/14 11:27,1,67,0.003
TELEFONE_MOVEL,1,4/9/14 11:27,0,45,0.005
TELEFONE_MOVEL,54,11/5/10 12:27,1,80,0.016
FIBRA,41,8/23/11 11:27,0,40,0.027
FIBRA,41,1/8/12 12:27,3,50,0.079
TELEFONE_MOVEL,17,2/25/11 12:27,8,64,0.085
FIBRA,78,11/14/12 12:27,0,23,0.034
FIBRA,22,7/4/15 11:27,1,11,0.02
TELEFONE_FIXO,64,8/12/12 11:27,0,88,0.002
TELEFONE_MOVEL,49,4/11/13 11:27,0,77,0.004
TELEFONE_FIXO,24,2/13/15 12:27,8,15,0.032
TELEFONE_FIXO,59,1/25/12 12:27,3,64,0.015
TELEFONE_FIXO,17,12/7/15 12:27,0,24,0
4G,68,4/22/15 11:27,0,63,0.002
TELEFONE_MOVEL,34,3/21/14 12:27,5,42,0.031
4G,77,9/27/15 11:27,0,43,0.001
TELEFONE_MOVEL,27,1/17/11 12:27,0,64,0.01
TELEFONE_MOVEL,1,12/18/10 12:27,0,107,0.006
4G,78,5/27/13 11:27,0,75,0.006
4G,57,7/18/14 11:27,4,102,0.013
4G,37,7/26/13 11:27,1,40,0.023
FIBRA,78,8/20/10 11:27,1,47,0.057
4G,74,11/12/11 12:27,0,94,0.008
4G,6,6/15/14 11:27,1,64,0.009
TELEFONE_MOVEL,12,10/23/12 11:27,0,23,0.017
4G,53,5/6/14 11:27,3,11,0.111
TELEFONE_MOVEL,77,2/14/12 12:27,0,82,0.006
TELEFONE_FIXO,33,2/14/13 12:27,0,16,0.011
4G,12,9/1/13 11:27,10,14,0.34
TELEFONE_FIXO,23,4/20/15 11:27,0,80,0.001
TELEFONE_MOVEL,63,4/3/11 11:27,1,49,0.024
4G,2,12/13/15 12:27,7,105,0
TELEFONE_FIXO,9,3/21/11 12:27,1,53,0.011
FIBRA,79,5/25/15 11:27,0,86,0.002
4G,38,10/5/14 11:27,9,18,0.125
TELEFONE_MOVEL,77,8/5/12 11:27,2,68,0.019
TELEFONE_MOVEL,78,11/9/13 12:27,1,103,0.005
TELEFONE_MOVEL,60,11/1/10 12:27,0,61,0.011
TELEFONE_MOVEL,34,11/6/12 12:27,0,40,0.01
4G,35,10/22/11 11:27,1,72,0.022
TELEFONE_MOVEL,43,12/9/10 12:27,1,21,0.06
TELEFONE_FIXO,8,2/16/13 12:27,0,90,0.002
FIBRA,64,1/9/15 12:27,8,90,0.023
4G,16,10/20/13 11:27,4,57,0.036
TELEFONE_FIXO,35,11/26/15 12:27,0,54,0
TELEFONE_MOVEL,7,5/27/14 11:27,1,103,0.004
4G,15,12/3/14 12:27,1,100,0.004
TELEFONE_FIXO,9,11/10/15 12:27,4,63,0
TELEFONE_MOVEL,70,11/27/14 12:27,1,32,0.008
4G,58,5/3/15 11:27,0,52,0.002
4G,69,2/8/13 12:27,0,42,0.013
FIBRA,26,2/17/14 12:27,3,36,0.051
4G,46,1/6/13 12:27,1,18,0.062
TELEFONE_FIXO,56,10/20/15 11:27,1,34,0.001
FIBRA,73,6/21/13 11:27,4,79,0.04
TELEFONE_MOVEL,6,1/5/15 12:27,0,51,0.002
FIBRA,40,4/8/15 11:27,4,17,0.051
4G,65,9/26/15 11:27,0,18,0.002
TELEFONE_MOVEL,11,5/27/12 11:27,0,15,0.03
FIBRA,12,10/6/11 11:27,5,41,0.155
4G,64,7/12/11 11:27,1,90,0.019
FIBRA,50,7/17/12 11:27,3,45,0.076
TELEFONE_FIXO,58,6/4/13 11:27,0,90,0.002
4G,23,10/16/12 11:27,0,81,0.007
FIBRA,12,6/25/14 11:27,0,70,0.005
TELEFONE_MOVEL,12,3/7/12 12:27,0,42,0.011
TELEFONE_MOVEL,78,10/4/12 11:27,2,40,0.03
TELEFONE_MOVEL,1,11/17/11 12:27,1,45,0.023
TELEFONE_MOVEL,70,1/6/11 12:27,0,63,0.01
FIBRA,3,7/17/13 11:27,0,56,0.011
4G,49,7/8/14 11:27,3,39,0.028
4G,73,6/25/12 11:27,0,93,0.007
TELEFONE_MOVEL,13,8/17/13 11:27,0,95,0.003
4G,3,2/21/15 12:27,0,43,0.004
4G,39,2/2/15 12:27,3,109,0.006
FIBRA,0,3/19/15 12:27,8,97,0.017
TELEFONE_FIXO,4,6/22/13 11:27,1,104,0.003
4G,17,12/24/11 12:27,1,80,0.019
4G,67,8/3/10 11:27,2,48,0.063
FIBRA,41,5/28/15 11:27,0,88,0.002
FIBRA,47,3/4/13 12:27,4,27,0.13
4G,53,10/1/10 11:27,0,92,0.011
4G,59,5/25/12 11:27,0,76,0.009
TELEFONE_MOVEL,38,10/5/11 11:27,1,44,0.024
4G,57,9/20/15 11:27,2,96,0.001
FIBRA,19,2/28/14 12:27,0,16,0.028
FIBRA,24,5/1/12 11:27,9,71,0.129
TELEFONE_FIXO,42,6/5/15 11:27,0,70,0
FIBRA,68,5/3/15 11:27,8,29,0.048
FIBRA,64,2/20/11 12:27,0,88,0.014
TELEFONE_MOVEL,68,2/28/12 12:27,0,54,0.009
TELEFONE_MOVEL,52,1/15/12 12:27,1,28,0.035
4G,20,7/8/14 11:27,0,99,0.003
FIBRA,48,9/16/12 11:27,1,97,0.017
TELEFONE_MOVEL,21,6/11/14 11:27,0,64,0.003
TELEFONE_MOVEL,60,2/25/13 12:27,1,56,0.013
TELEFONE_MOVEL,36,9/29/15 11:27,1,88,0.001
TELEFONE_MOVEL,8,3/15/11 12:27,1,43,0.028
TELEFONE_MOVEL,24,1/17/13 12:27,1,40,0.018
TELEFONE_FIXO,76,7/28/15 11:27,0,97,0
4G,72,3/27/14 12:27,0,18,0.018
TELEFONE_MOVEL,46,7/14/15 11:27,0,55,0.001
TELEFONE_MOVEL,14,1/9/13 12:27,0,60,0.006
TELEFONE_MOVEL,59,10/13/11 11:27,6,34,0.108
TELEFONE_FIXO,5,8/13/14 11:27,3,61,0.006
TELEFONE_FIXO,80,8/14/14 11:27,7,86,0.008
TELEFONE_MOVEL,38,1/27/11 12:27,8,70,0.079
4G,29,11/17/11 12:27,2,91,0.025
TELEFONE_MOVEL,61,7/6/14 11:27,2,93,0.006
4G,8,9/12/10 11:27,0,14,0.071
TELEFONE_MOVEL,33,5/26/13 11:27,1,48,0.013
TELEFONE_FIXO,39,4/24/15 11:27,1,95,0.001
4G,58,7/12/10 11:27,1,44,0.047
FIBRA,67,4/19/11 11:27,0,52,0.023
4G,16,9/10/15 11:27,0,82,0.001
TELEFONE_FIXO,73,12/31/14 12:27,1,82,0.001
TELEFONE_MOVEL,21,4/8/14 11:27,0,47,0.005
TELEFONE_MOVEL,30,3/25/14 12:27,0,92,0.002
TELEFONE_FIXO,18,12/19/10 12:27,1,85,0.007
4G,51,9/17/15 11:27,0,85,0.001
FIBRA,25,3/11/15 12:27,7,60,0.026
FIBRA,7,7/11/11 11:27,1,30,0.075
4G,76,3/28/11 11:27,2,48,0.056
FIBRA,10,7/23/10 11:27,3,80,0.068
4G,64,4/6/12 11:27,1,47,0.03
FIBRA,50,7/27/12 11:27,5,86,0.06
TELEFONE_MOVEL,26,11/24/13 12:27,6,58,0.031
TELEFONE_FIXO,5,6/3/14 11:27,0,43,0.002
4G,21,4/1/11 11:27,8,91,0.088
FIBRA,38,10/10/10 11:27,4,61,0.107
FIBRA,69,4/1/11 11:27,0,95,0.013
4G,76,9/11/10 11:27,0,32,0.031
FIBRA,25,12/10/15 12:27,2,70,0
4G,40,2/8/15 12:27,0,77,0.002
TELEFONE_FIXO,47,12/28/10 12:27,3,91,0.014
TELEFONE_MOVEL,60,10/1/12 11:27,1,32,0.025
4G,22,9/19/14 11:27,0,12,0.019
4G,39,2/27/15 12:27,0,27,0.006
TELEFONE_FIXO,63,6/6/12 11:27,2,39,0.017
TELEFONE_MOVEL,54,2/9/11 12:27,1,84,0.015
TELEFONE_MOVEL,75,1/26/14 12:27,2,91,0.008
4G,19,10/22/14 11:27,0,62,0.003
TELEFONE_MOVEL,8,11/18/10 12:27,1,67,0.019
4G,14,10/15/13 11:27,0,71,0.006
TELEFONE_MOVEL,46,7/2/13 11:27,0,80,0.004
TELEFONE_MOVEL,51,1/30/15 12:27,0,81,0.001
4G,79,12/4/14 12:27,1,82,0.005
FIBRA,48,5/3/15 11:27,1,70,0.004
4G,14,4/24/15 11:27,3,109,0.004
TELEFONE_MOVEL,44,12/20/14 12:27,2,18,0.021
TELEFONE_MOVEL,35,11/28/14 12:27,0,101,0.001
TELEFONE_FIXO,54,6/29/11 11:27,1,18,0.031
TELEFONE_FIXO,61,1/16/12 12:27,8,101,0.022
4G,27,6/24/12 11:27,0,79,0.008
TELEFONE_MOVEL,20,6/18/11 11:27,1,64,0.018
4G,58,12/1/10 12:27,1,61,0.031
FIBRA,2,5/17/12 11:27,0,100,0.009
4G,55,10/30/15 12:27,2,42,0.002
TELEFONE_MOVEL,69,4/13/14 11:27,1,94,0.004
TELEFONE_MOVEL,30,4/13/12 11:27,0,82,0.006
4G,47,1/14/11 12:27,4,80,0.058
4G,29,11/17/13 12:27,0,41,0.01
4G,32,10/21/10 11:27,1,63,0.031
TELEFONE_FIXO,44,7/12/10 11:27,1,83,0.008
TELEFONE_FIXO,15,12/20/14 12:27,8,61,0.009
4G,30,4/25/12 11:27,3,29,0.095
TELEFONE_MOVEL,71,5/16/13 11:27,6,39,0.058
TELEFONE_MOVEL,70,10/27/12 11:27,4,45,0.044
4G,79,8/25/12 11:27,5,15,0.25
4G,16,3/6/15 12:27,0,50,0.003
TELEFONE_FIXO,60,9/16/11 11:27,2,83,0.01
4G,66,8/2/12 11:27,0,81,0.008
TELEFONE_MOVEL,11,12/11/13 12:27,0,64,0.004
FIBRA,33,6/20/14 11:27,0,81,0.005
TELEFONE_FIXO,19,10/26/13 11:27,3,74,0.007
TELEFONE_FIXO,54,11/9/14 12:27,1,30,0.005
FIBRA,13,4/27/14 11:27,0,99,0.004
TELEFONE_MOVEL,59,8/31/13 11:27,0,43,0.007
TELEFONE_MOVEL,54,12/30/11 12:27,1,76,0.013
4G,66,8/25/13 11:27,2,97,0.013
4G,61,8/11/11 11:27,1,62,0.027
FIBRA,18,1/6/13 12:27,3,55,0.054
4G,38,3/27/13 12:27,2,99,0.016
TELEFONE_MOVEL,74,7/1/14 11:27,4,52,0.018
TELEFONE_MOVEL,64,2/12/13 12:27,1,39,0.018
4G,10,8/29/15 11:27,5,78,0.004
FIBRA,37,6/23/15 11:27,3,86,0.006
4G,36,11/28/11 12:27,0,84,0.009
TELEFONE_MOVEL,73,10/10/10 11:27,2,99,0.02
TELEFONE_MOVEL,46,12/28/13 12:27,3,96,0.01
TELEFONE_FIXO,35,9/25/10 11:27,0,95,0.003
TELEFONE_FIXO,10,4/19/11 11:27,4,23,0.064
FIBRA,40,11/21/13 12:27,0,108,0.005
TELEFONE_MOVEL,73,4/13/12 11:27,2,77,0.018
TELEFONE_MOVEL,21,8/4/14 11:27,2,12,0.043
FIBRA,28,12/8/10 12:27,9,82,0.154
TELEFONE_MOVEL,72,7/28/12 11:27,1,15,0.057
FIBRA,20,10/21/12 11:27,0,17,0.047
TELEFONE_MOVEL,44,7/9/15 11:27,7,20,0.022
TELEFONE_FIXO,68,6/8/15 11:27,0,108,0
TELEFONE_FIXO,5,2/17/11 12:27,5,81,0.023
FIBRA,38,12/31/14 12:27,6,62,0.027
4G,42,10/14/12 11:27,3,35,0.068
4G,57,1/3/15 12:27,0,108,0.002
TELEFONE_MOVEL,72,6/25/11 11:27,2,61,0.028
4G,43,6/26/12 11:27,7,14,0.375
FIBRA,48,3/23/15 12:27,1,68,0.005
4G,43,8/4/13 11:27,0,58,0.008
FIBRA,20,9/18/11 11:27,0,31,0.035
4G,39,2/23/11 12:27,2,53,0.051
TELEFONE_MOVEL,39,6/8/12 11:27,7,39,0.091
FIBRA,40,6/11/11 11:27,0,60,0.019
TELEFONE_MOVEL,71,12/7/12 12:27,0,45,0.008
TELEFONE_MOVEL,49,1/18/14 12:27,0,34,0.007
4G,25,6/12/12 11:27,0,11,0.06
4G,0,6/26/11 11:27,4,50,0.085
TELEFONE_MOVEL,4,12/15/10 12:27,0,80,0.008
4G,15,7/12/10 11:27,6,91,0.079
TELEFONE_FIXO,35,3/21/13 12:27,0,37,0.005
4G,23,9/17/10 11:27,0,30,0.033
4G,25,5/31/15 11:27,4,100,0.005
TELEFONE_MOVEL,28,3/14/15 12:27,0,29,0.003
4G,8,4/9/12 11:27,4,71,0.049
TELEFONE_MOVEL,11,3/17/12 12:27,4,31,0.076
4G,56,10/6/13 11:27,1,36,0.023
4G,22,2/20/13 12:27,1,92,0.012
4G,73,3/13/15 12:27,4,74,0.01
4G,80,1/21/11 12:27,3,55,0.067
TELEFONE_MOVEL,66,7/8/12 11:27,3,19,0.091
TELEFONE_MOVEL,78,10/29/13 12:27,4,70,0.019
4G,59,9/25/11 11:27,6,79,0.071
TELEFONE_MOVEL,3,11/18/12 12:27,1,28,0.028
TELEFONE_MOVEL,80,8/23/10 11:27,0,50,0.013
TELEFONE_FIXO,76,8/6/11 11:27,0,62,0.004
TELEFONE_FIXO,2,12/16/13 12:27,1,70,0.004
TELEFONE_MOVEL,2,11/17/15 12:27,1,84,0
TELEFONE_MOVEL,63,5/24/14 11:27,0,13,0.015
4G,60,5/21/11 11:27,0,99,0.009
TELEFONE_MOVEL,66,8/10/13 11:27,1,24,0.025
TELEFONE_MOVEL,36,11/21/12 12:27,0,82,0.005
TELEFONE_FIXO,38,12/6/13 12:27,1,89,0.003
4G,30,6/13/14 11:27,1,24,0.024
FIBRA,46,4/7/12 11:27,6,31,0.21
TELEFONE_MOVEL,65,9/8/11 11:27,0,24,0.022
TELEFONE_MOVEL,18,5/11/15 11:27,8,91,0.007
TELEFONE_MOVEL,47,5/18/15 11:27,0,49,0.001
FIBRA,12,3/30/14 11:27,0,106,0.004
TELEFONE_MOVEL,26,10/31/14 12:27,1,12,0.024
FIBRA,52,1/31/12 12:27,2,102,0.029
4G,49,12/23/14 12:27,0,29,0.006
FIBRA,51,11/16/10 12:27,4,26,0.246
FIBRA,53,9/22/15 11:27,4,85,0.003
TELEFONE_FIXO,46,11/8/13 12:27,1,43,0.006
TELEFONE_FIXO,8,5/31/11 11:27,9,48,0.06
4G,43,5/20/12 11:27,0,33,0.02
TELEFONE_MOVEL,76,4/24/14 11:27,0,18,0.012
TELEFONE_FIXO,31,10/24/15 11:27,0,15,0.001
4G,57,11/26/14 12:27,1,57,0.007
4G,58,3/5/11 12:27,0,22,0.041
4G,34,9/18/10 11:27,1,49,0.04
4G,30,5/3/14 11:27,2,15,0.061
TELEFONE_MOVEL,58,10/21/10 11:27,0,100,0.006
TELEFONE_FIXO,57,6/4/13 11:27,2,32,0.015
TELEFONE_MOVEL,47,8/19/11 11:27,1,92,0.012
TELEFONE_MOVEL,1,10/15/12 11:27,0,105,0.004
TELEFONE_MOVEL,46,11/22/13 12:27,0,40,0.006
4G,74,7/18/11 11:27,0,21,0.04
FIBRA,25,6/9/15 11:27,2,30,0.013
4G,55,11/18/15 12:27,5,68,0.001
TELEFONE_FIXO,66,7/5/15 11:27,3,10,0.011
4G,17,1/4/13 12:27,0,70,0.008
FIBRA,11,6/11/11 11:27,0,66,0.017
FIBRA,66,12/28/12 12:27,0,16,0.047
TELEFONE_MOVEL,64,4/23/11 11:27,0,46,0.013
4G,26,11/2/10 12:27,0,38,0.025
TELEFONE_MOVEL,4,10/17/12 11:27,7,104,0.031
TELEFONE_MOVEL,75,1/1/13 12:27,0,82,0.005
4G,66,7/27/14 11:27,0,74,0.004
TELEFONE_FIXO,37,10/28/13 12:27,2,91,0.004
FIBRA,71,4/7/13 11:27,2,47,0.043
TELEFONE_MOVEL,2,1/17/15 12:27,10,29,0.043
4G,40,7/12/10 11:27,1,13,0.158
FIBRA,64,8/14/14 11:27,1,17,0.04
4G,4,3/7/14 12:27,0,10,0.034
TELEFONE_MOVEL,41,9/10/10 11:27,10,45,0.162
FIBRA,73,6/7/15 11:27,0,82,0.002
FIBRA,33,12/29/12 12:27,0,26,0.029
4G,25,12/25/10 12:27,0,104,0.009
4G,23,9/6/12 11:27,0,98,0.006
4G,1,10/4/14 11:27,0,31,0.007
FIBRA,2,1/5/11 12:27,1,74,0.034
FIBRA,24,12/1/11 12:27,0,76,0.013
TELEFONE_MOVEL,14,9/12/10 11:27,0,25,0.027
4G,67,6/23/13 11:27,1,82,0.011
4G,38,2/23/11 12:27,1,38,0.048
FIBRA,66,6/5/12 11:27,0,106,0.008
4G,39,4/29/11 11:27,0,15,0.058
4G,66,11/10/12 12:27,1,95,0.012
4G,3,1/25/13 12:27,2,109,0.015
TELEFONE_MOVEL,18,9/16/13 11:27,2,95,0.009
4G,28,3/9/12 12:27,3,40,0.071
TELEFONE_MOVEL,61,5/5/15 11:27,0,14,0.006
TELEFONE_FIXO,56,9/5/10 11:27,0,88,0.004
4G,51,4/9/12 11:27,1,27,0.052
TELEFONE_FIXO,29,5/7/12 11:27,1,56,0.008
4G,7,8/8/12 11:27,0,86,0.007
4G,3,5/10/11 11:27,1,40,0.044
FIBRA,56,3/14/12 12:27,1,75,0.025
4G,40,11/19/13 12:27,2,44,0.027
FIBRA,25,3/22/11 12:27,2,109,0.033
TELEFONE_FIXO,25,4/9/13 11:27,0,47,0.004
TELEFONE_FIXO,18,3/30/14 11:27,1,74,0.003
TELEFONE_FIXO,72,6/9/14 11:27,8,36,0.024
TELEFONE_MOVEL,62,1/25/13 12:27,0,57,0.006
4G,79,1/7/13 12:27,1,28,0.04
FIBRA,74,1/31/15 12:27,1,31,0.014
TELEFONE_FIXO,41,4/18/14 11:27,1,12,0.017
4G,12,6/7/14 11:27,5,108,0.016
4G,0,3/22/14 12:27,7,98,0.027
TELEFONE_FIXO,8,3/17/11 12:27,1,91,0.007
4G,80,3/31/14 11:27,0,67,0.005
4G,11,8/29/14 11:27,1,24,0.02
4G,27,10/19/13 11:27,0,17,0.024
4G,61,7/14/13 11:27,0,85,0.005
TELEFONE_MOVEL,48,10/13/10 11:27,3,102,0.026
4G,65,5/22/11 11:27,2,55,0.047
4G,61,11/27/11 12:27,0,89,0.009
4G,68,12/15/10 12:27,1,58,0.033
TELEFONE_MOVEL,46,9/5/14 11:27,4,91,0.009
4G,8,7/5/10 11:27,1,82,0.025
4G,75,10/10/10 11:27,0,104,0.009
FIBRA,7,9/6/11 11:27,0,109,0.01
4G,15,4/21/13 11:27,5,90,0.033
TELEFONE_FIXO,51,4/3/14 11:27,3,60,0.007
FIBRA,10,10/17/10 11:27,0,35,0.037
4G,53,6/18/13 11:27,3,83,0.023
TELEFONE_MOVEL,10,11/1/14 12:27,1,44,0.006
TELEFONE_FIXO,64,3/5/11 12:27,6,18,0.117
TELEFONE_MOVEL,67,7/28/14 11:27,5,98,0.011
4G,66,1/6/14 12:27,2,10,0.11
4G,67,7/28/10 11:27,5,47,0.13
4G,76,10/29/12 12:27,1,42,0.028
4G,72,8/10/11 11:27,3,82,0.04
TELEFONE_MOVEL,57,10/27/13 12:27,0,49,0.005
TELEFONE_MOVEL,45,7/15/14 11:27,7,72,0.02
FIBRA,22,10/15/10 11:27,4,76,0.086
4G,56,10/23/12 11:27,0,51,0.012
4G,71,2/3/14 12:27,6,52,0.047
4G,0,3/28/11 11:27,0,88,0.01
4G,73,3/3/15 12:27,3,100,0.006
TELEFONE_MOVEL,6,9/9/13 11:27,0,79,0.004
4G,24,12/11/15 12:27,6,78,0
4G,46,9/7/15 11:27,0,93,0.001
TELEFONE_FIXO,7,1/24/15 12:27,10,85,0.007
TELEFONE_MOVEL,74,12/5/15 12:27,0,66,0
4G,34,7/22/15 11:27,0,62,0.001
4G,34,12/31/12 12:27,7,97,0.046
4G,55,9/6/14 11:27,3,56,0.017
FIBRA,18,11/21/14 12:27,7,28,0.077
TELEFONE_FIXO,34,7/24/13 11:27,0,109,0.001
4G,4,5/2/12 11:27,0,82,0.008
4G,39,8/21/14 11:27,0,82,0.003
TELEFONE_FIXO,58,12/17/13 12:27,5,108,0.007
4G,53,2/6/11 12:27,6,64,0.1
FIBRA,26,12/29/13 12:27,0,32,0.015
4G,59,7/28/15 11:27,0,88,0.001
TELEFONE_MOVEL,55,11/18/14 12:27,0,95,0.001
4G,25,12/19/13 12:27,8,19,0.178
TELEFONE_MOVEL,30,9/20/14 11:27,2,33,0.014
TELEFONE_MOVEL,17,12/3/15 12:27,1,74,0
4G,67,2/8/11 12:27,3,72,0.051
FIBRA,47,6/11/13 11:27,3,39,0.065
TELEFONE_MOVEL,51,3/17/15 12:27,0,50,0.002
TELEFONE_FIXO,39,11/28/11 12:27,8,48,0.048
TELEFONE_MOVEL,31,6/15/15 11:27,2,12,0.016
TELEFONE_FIXO,5,6/6/14 11:27,1,14,0.014
TELEFONE_MOVEL,30,2/24/14 12:27,4,14,0.081
4G,5,10/1/15 11:27,4,17,0.011
FIBRA,36,1/29/13 12:27,0,100,0.007
FIBRA,10,10/23/11 11:27,1,102,0.021
4G,10,7/24/10 11:27,0,15,0.068
4G,61,3/17/11 12:27,0,101,0.009
TELEFONE_MOVEL,79,6/21/15 11:27,0,101,0.001
FIBRA,31,1/6/15 12:27,1,85,0.006
TELEFONE_MOVEL,27,7/3/13 11:27,8,19,0.146
4G,8,10/8/12 11:27,0,22,0.027
TELEFONE_MOVEL,46,12/3/10 12:27,2,37,0.051
FIBRA,41,12/30/10 12:27,0,50,0.025
4G,73,9/2/14 11:27,1,65,0.007
TELEFONE_MOVEL,42,5/16/11 11:27,0,74,0.008
TELEFONE_FIXO,66,3/9/13 12:27,1,96,0.004
TELEFONE_MOVEL,10,4/9/13 11:27,0,101,0.003
TELEFONE_MOVEL,43,1/21/11 12:27,0,85,0.007
TELEFONE_MOVEL,55,10/16/15 11:27,1,100,0
TELEFONE_MOVEL,17,4/12/14 11:27,1,64,0.007
FIBRA,16,11/28/12 12:27,5,15,0.307
4G,68,9/13/12 11:27,4,62,0.05
4G,74,9/18/13 11:27,2,71,0.018
FIBRA,62,11/22/10 12:27,5,55,0.139
FIBRA,3,7/10/12 11:27,0,81,0.011
4G,2,10/15/15 11:27,0,32,0.001
FIBRA,6,5/20/13 11:27,0,19,0.034
TELEFONE_MOVEL,43,9/16/10 11:27,8,60,0.099
TELEFONE_FIXO,16,8/29/12 11:27,0,30,0.007
4G,79,1/3/11 12:27,0,58,0.016
FIBRA,61,1/24/11 12:27,1,100,0.025
4G,78,5/29/15 11:27,0,69,0.001
FIBRA,4,11/18/13 12:27,0,72,0.007
FIBRA,41,1/20/12 12:27,0,39,0.025
4G,4,7/8/15 11:27,1,21,0.008
4G,31,11/29/10 12:27,0,82,0.012
FIBRA,2,4/5/14 11:27,1,96,0.009
FIBRA,49,6/18/15 11:27,0,29,0.004
4G,60,6/14/14 11:27,1,25,0.023
4G,7,9/12/15 11:27,4,29,0.008
FIBRA,67,6/27/15 11:27,8,15,0.071
4G,76,9/21/14 11:27,3,67,0.014
4G,80,10/17/13 11:27,1,35,0.023
TELEFONE_MOVEL,52,4/25/15 11:27,7,51,0.013
4G,36,10/28/14 12:27,8,97,0.02
FIBRA,75,11/16/14 12:27,1,79,0.007
TELEFONE_MOVEL,18,11/12/10 12:27,0,31,0.021
TELEFONE_FIXO,42,7/28/10 11:27,0,98,0.003
4G,56,9/17/13 11:27,2,99,0.013
FIBRA,66,12/13/14 12:27,5,87,0.017
TELEFONE_MOVEL,21,2/16/12 12:27,1,84,0.011
4G,12,5/2/15 11:27,4,91,0.006
TELEFONE_FIXO,56,4/26/14 11:27,1,109,0.002
TELEFONE_MOVEL,35,9/10/12 11:27,4,110,0.019
TELEFONE_MOVEL,18,5/22/11 11:27,6,69,0.058
4G,68,8/28/15 11:27,1,101,0.001
TELEFONE_MOVEL,68,9/26/10 11:27,1,100,0.013
4G,25,3/4/15 12:27,0,83,0.002
FIBRA,55,7/9/15 11:27,5,56,0.012
FIBRA,35,6/3/15 11:27,0,64,0.002
FIBRA,75,6/8/13 11:27,2,103,0.019
FIBRA,17,11/30/11 12:27,0,103,0.01
4G,2,10/12/13 11:27,2,18,0.069
TELEFONE_MOVEL,13,11/6/15 12:27,2,30,0.001
4G,44,12/9/14 12:27,1,88,0.004
TELEFONE_FIXO,3,1/1/11 12:27,0,30,0.01
TELEFONE_MOVEL,63,1/13/11 12:27,5,103,0.036
TELEFONE_MOVEL,26,3/7/11 12:27,0,93,0.006
4G,9,8/6/15 11:27,6,28,0.017
4G,77,7/12/15 11:27,0,76,0.001
TELEFONE_MOVEL,48,2/20/14 12:27,0,77,0.003
FIBRA,25,3/30/14 11:27,1,27,0.032
TELEFONE_MOVEL,80,11/30/13 12:27,0,37,0.007
4G,61,10/19/11 11:27,0,68,0.012
TELEFONE_MOVEL,68,1/21/12 12:27,0,84,0.006
TELEFONE_MOVEL,25,12/20/10 12:27,0,63,0.01
TELEFONE_MOVEL,40,10/17/14 11:27,9,29,0.05
4G,44,12/1/15 12:27,1,89,0
4G,48,12/7/14 12:27,9,84,0.023
